EmployeeID,Age,DistanceFromHome,Education,EmployeeCount,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition_Yes,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Attrition_Risk
3542,29,23,3,1,1,79690,0.0,14,8,0,6.0,3,5,1,3,2.0,4.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3544,46,2,3,1,2,165550,8.0,14,8,2,28.0,4,26,15,9,3.0,1.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
3545,44,20,3,1,1,45560,2.0,13,8,0,6.0,4,0,0,0,4.0,3.0,3.0,3,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
3546,33,28,4,1,1,60910,1.0,15,8,0,5.0,6,5,1,4,2.0,3.0,3.0,1,3,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3548,30,20,3,1,3,48100,8.0,18,8,0,8.0,3,4,0,3,3.0,1.0,3.0,2,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3549,40,9,3,1,1,45230,5.0,16,8,1,5.0,5,0,0,0,2.0,2.0,3.0,4,3,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
3550,50,25,4,1,2,32020,2.0,24,8,1,32.0,2,2,2,2,4.0,1.0,3.0,3,4,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3551,28,6,3,1,2,23510,1.0,16,8,0,6.0,4,6,3,3,4.0,1.0,3.0,3,3,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
3552,46,8,4,1,3,17020,5.0,21,8,0,25.0,2,4,0,3,4.0,2.0,3.0,3,4,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
3553,35,4,4,1,1,180410,3.0,20,8,1,15.0,3,7,1,7,3.0,1.0,3.0,2,4,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
3555,33,9,2,1,1,20970,1.0,14,8,2,10.0,5,10,0,1,2.0,3.0,2.0,2,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
3556,36,9,2,1,2,119350,1.0,11,8,3,7.0,6,7,1,7,3.0,3.0,3.0,4,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3557,30,29,3,1,1,25460,1.0,14,8,1,10.0,2,10,8,9,3.0,3.0,2.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3558,44,3,4,1,2,25640,1.0,12,8,3,20.0,3,20,13,17,4.0,4.0,3.0,1,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3559,20,18,4,1,1,84120,1.0,13,8,0,2.0,2,2,2,2,3.0,4.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False
3560,46,9,1,1,1,141180,2.0,22,8,0,12.0,3,6,1,4,4.0,4.0,2.0,3,4,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3561,42,5,4,1,5,170460,7.0,11,8,0,10.0,3,4,0,3,4.0,1.0,4.0,2,3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3562,60,2,2,1,2,25640,0.0,14,8,1,12.0,3,11,1,9,2.0,4.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3563,32,10,3,1,1,102660,1.0,11,8,0,2.0,3,2,2,2,3.0,2.0,3.0,3,3,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
3564,32,9,3,1,2,50700,4.0,12,8,1,10.0,6,8,0,7,4.0,3.0,3.0,3,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3565,36,3,2,1,4,178610,2.0,18,8,0,17.0,2,7,7,7,3.0,1.0,3.0,2,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3566,33,26,2,1,1,42300,0.0,12,8,0,15.0,0,14,4,10,1.0,4.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
3567,40,1,3,1,2,37800,7.0,12,8,0,7.0,2,5,1,3,2.0,2.0,4.0,1,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3568,25,6,2,1,1,27680,0.0,22,8,1,5.0,0,4,1,1,3.0,4.0,3.0,3,4,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3569,30,9,3,1,1,90710,0.0,19,8,1,12.0,2,11,5,7,4.0,2.0,3.0,2,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3570,42,8,2,1,1,106480,3.0,13,8,1,20.0,1,1,0,0,1.0,1.0,3.0,3,3,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3571,35,1,1,1,2,136100,4.0,22,8,2,16.0,4,13,4,12,3.0,4.0,2.0,2,4,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3572,27,7,3,1,3,34080,1.0,24,8,0,9.0,2,9,6,8,1.0,1.0,2.0,3,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
3573,54,9,2,1,2,29830,7.0,14,8,1,33.0,2,5,1,4,4.0,3.0,1.0,2,3,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3574,44,4,4,1,5,76320,1.0,21,8,0,10.0,3,10,7,7,1.0,4.0,3.0,3,4,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
3576,29,19,4,1,1,99500,1.0,20,8,0,3.0,3,3,1,2,1.0,4.0,3.0,3,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
3577,54,9,4,1,2,20930,3.0,19,8,0,36.0,2,10,0,9,4.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3578,31,21,3,1,2,99800,1.0,12,8,0,6.0,1,6,0,1,3.0,1.0,2.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
3579,31,24,1,1,1,38940,1.0,12,8,0,10.0,3,10,1,8,3.0,1.0,3.0,4,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3580,59,3,4,1,1,40510,5.0,16,8,3,13.0,3,6,0,5,3.0,4.0,3.0,3,3,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
3581,43,11,2,1,3,168350,3.0,17,8,1,25.0,3,8,0,7,3.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
3582,49,14,4,1,2,62300,2.0,14,8,0,23.0,2,1,0,0,1.0,3.0,4.0,2,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
3583,36,5,2,1,1,47170,1.0,19,8,1,12.0,3,11,0,7,3.0,2.0,2.0,3,3,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3584,48,1,4,1,2,132370,5.0,13,8,1,7.0,2,1,0,0,4.0,2.0,2.0,4,3,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3585,27,6,4,1,2,37550,1.0,19,8,0,5.0,2,5,0,3,1.0,3.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
3586,29,17,4,1,1,65820,1.0,19,8,1,6.0,3,6,1,0,3.0,4.0,3.0,3,3,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
3587,48,1,1,1,2,74060,6.0,14,8,2,25.0,2,1,0,0,4.0,4.0,4.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
3588,29,3,3,1,2,48050,3.0,16,8,1,9.0,2,7,1,7,4.0,4.0,2.0,3,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3589,34,9,4,1,2,27410,0.0,15,8,1,2.0,3,1,0,0,3.0,3.0,2.0,3,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3590,44,4,3,1,1,42620,7.0,18,8,0,26.0,2,22,3,10,2.0,2.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3591,33,8,2,1,2,161840,0.0,13,8,1,10.0,2,9,0,8,4.0,3.0,3.0,4,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3592,19,2,4,1,3,115570,1.0,22,8,0,1.0,0,1,0,1,2.0,4.0,3.0,3,4,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
3593,23,2,3,1,3,18780,1.0,13,8,1,1.0,2,1,0,1,4.0,3.0,3.0,3,3,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
3595,26,9,3,1,2,68110,1.0,11,8,1,8.0,4,8,2,2,3.0,4.0,2.0,3,3,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3597,55,27,3,1,2,48590,1.0,24,8,1,34.0,3,33,15,0,4.0,2.0,3.0,4,4,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3599,46,1,4,1,1,23400,2.0,13,8,1,26.0,2,11,0,8,4.0,2.0,3.0,1,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
3600,34,13,4,1,3,74910,0.0,14,8,1,4.0,3,3,0,2,3.0,1.0,3.0,2,3,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
3601,51,14,3,1,2,105270,4.0,14,8,0,31.0,3,29,11,10,4.0,2.0,2.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
3602,59,4,2,1,2,165950,6.0,21,8,1,25.0,2,9,5,4,4.0,4.0,2.0,3,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3603,34,14,4,1,3,88340,4.0,13,8,1,15.0,1,11,5,10,3.0,2.0,4.0,3,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3604,28,2,3,1,1,55770,0.0,19,8,0,5.0,3,4,0,2,4.0,3.0,2.0,3,3,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
3605,44,3,4,1,2,47070,1.0,17,8,0,26.0,4,25,14,13,3.0,1.0,2.0,1,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
3606,34,1,3,1,2,24000,4.0,18,8,1,14.0,3,10,1,8,3.0,2.0,4.0,3,3,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3607,35,9,3,1,4,98240,0.0,19,8,0,4.0,2,3,2,2,3.0,3.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
3608,42,23,4,1,1,64470,6.0,13,8,0,18.0,3,1,0,0,2.0,2.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3609,43,7,2,1,1,195020,3.0,18,8,2,23.0,3,21,15,17,4.0,4.0,4.0,4,3,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3610,36,2,4,1,1,27250,9.0,21,8,1,18.0,4,16,5,12,3.0,2.0,3.0,2,4,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
3612,28,2,3,1,2,21270,1.0,14,8,0,2.0,3,2,2,2,4.0,4.0,3.0,3,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
3613,51,21,4,1,2,182000,0.0,17,8,0,8.0,3,7,7,7,2.0,3.0,2.0,3,3,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3614,30,2,4,1,1,20960,7.0,11,8,3,10.0,2,8,1,7,3.0,3.0,3.0,3,3,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
3616,28,1,4,1,2,20330,2.0,15,8,1,5.0,5,3,1,2,4.0,1.0,2.0,3,3,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
3617,25,18,2,1,1,36220,1.0,25,8,0,2.0,0,2,2,1,4.0,2.0,2.0,3,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3618,32,10,4,1,1,42330,1.0,11,8,0,10.0,5,10,0,8,3.0,4.0,4.0,3,3,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
3619,45,19,3,1,3,36810,3.0,17,8,1,22.0,2,0,0,0,2.0,2.0,3.0,3,3,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
3620,39,29,1,1,1,54600,6.0,13,8,2,21.0,3,19,15,2,3.0,2.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3621,58,27,3,1,2,21870,1.0,18,8,1,2.0,1,2,2,2,1.0,3.0,3.0,1,3,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
3624,30,9,1,1,4,40890,0.0,18,8,0,10.0,2,9,6,7,1.0,4.0,3.0,4,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
3625,36,1,3,1,2,166270,3.0,12,8,0,10.0,5,7,1,7,4.0,3.0,3.0,2,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3626,46,4,3,1,1,26190,6.0,12,8,1,10.0,3,7,5,7,4.0,1.0,4.0,2,3,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3627,28,1,3,1,5,56790,0.0,13,8,0,10.0,2,9,7,5,3.0,4.0,3.0,2,3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3628,50,20,2,1,5,154020,4.0,21,8,0,25.0,3,3,1,2,4.0,1.0,3.0,2,4,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3631,30,6,4,1,1,30410,1.0,11,8,1,9.0,2,9,0,8,2.0,1.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
3632,39,26,1,1,2,34470,0.0,14,8,0,9.0,5,8,1,7,1.0,3.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
3633,31,1,2,1,1,195130,1.0,12,8,1,10.0,1,10,9,6,4.0,3.0,2.0,2,3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3634,41,6,3,1,1,27730,1.0,11,8,0,19.0,3,19,11,9,3.0,2.0,3.0,3,3,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3637,42,4,3,1,2,20830,0.0,12,8,2,21.0,3,20,2,10,3.0,3.0,2.0,2,3,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
3638,55,11,3,1,2,83810,4.0,15,8,1,23.0,3,19,9,11,4.0,3.0,3.0,3,3,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
3639,56,3,2,1,3,26910,6.0,16,8,1,36.0,6,7,7,7,4.0,2.0,3.0,3,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3640,40,1,1,1,1,42860,9.0,15,8,0,6.0,6,4,0,0,3.0,3.0,3.0,3,3,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
3641,34,3,2,1,2,26590,0.0,24,8,3,10.0,2,9,1,6,4.0,4.0,2.0,3,4,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
3642,40,4,3,1,2,94340,1.0,13,8,1,9.0,3,9,8,8,3.0,4.0,3.0,2,3,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
3643,41,1,4,1,2,55610,0.0,11,8,0,10.0,2,9,1,7,3.0,1.0,3.0,2,3,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3644,35,1,2,1,2,66460,1.0,13,8,1,9.0,2,9,1,1,3.0,3.0,3.0,2,3,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
3645,51,18,2,1,4,77250,1.0,13,8,1,33.0,2,33,0,10,3.0,2.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
3646,38,2,4,1,1,107250,3.0,18,8,0,11.0,5,7,1,7,2.0,1.0,3.0,2,3,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3647,34,4,3,1,2,88470,1.0,16,8,0,10.0,3,10,9,6,3.0,1.0,4.0,4,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3648,25,6,2,1,4,20450,3.0,19,8,0,7.0,3,3,1,2,4.0,4.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3650,40,14,4,1,1,33480,3.0,22,8,0,7.0,2,4,0,3,2.0,2.0,3.0,1,4,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3651,36,16,2,1,1,12810,2.0,11,8,0,17.0,2,15,6,13,1.0,1.0,2.0,3,3,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
3652,48,2,1,1,2,28190,1.0,20,8,0,11.0,2,10,0,8,4.0,4.0,3.0,2,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3653,27,2,3,1,2,48510,8.0,18,8,0,5.0,2,1,0,0,3.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3654,51,4,1,1,3,40280,3.0,14,8,0,29.0,3,5,0,3,4.0,2.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3655,18,1,4,1,2,27200,1.0,22,8,1,0.0,2,0,0,0,4.0,4.0,,3,4,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
3656,35,1,4,1,2,81200,0.0,13,8,0,10.0,2,9,0,0,4.0,4.0,3.0,2,3,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
3657,27,26,4,1,1,46470,3.0,17,8,0,8.0,3,6,0,0,4.0,4.0,3.0,4,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3659,56,24,4,1,2,32210,4.0,15,8,2,33.0,2,19,15,9,4.0,2.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
3660,34,1,2,1,2,86210,1.0,17,8,1,5.0,1,5,0,0,1.0,3.0,3.0,3,3,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
3661,40,3,3,1,2,45770,5.0,11,8,1,15.0,3,12,11,8,2.0,3.0,3.0,2,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3662,34,5,3,1,1,45530,4.0,18,8,1,10.0,2,8,7,7,2.0,3.0,3.0,4,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
3665,38,7,3,1,2,76250,1.0,15,8,0,4.0,2,4,0,3,4.0,3.0,3.0,2,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3666,34,10,4,1,2,74120,1.0,24,8,0,14.0,4,14,4,11,3.0,4.0,4.0,3,4,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
3667,28,2,3,1,2,111590,1.0,12,8,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3669,39,17,4,1,2,104750,3.0,11,8,1,8.0,3,5,1,4,1.0,4.0,4.0,3,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
3670,51,20,3,1,2,148140,2.0,11,8,1,14.0,2,4,3,2,2.0,2.0,3.0,2,3,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3671,41,1,3,1,4,191410,3.0,12,8,1,12.0,2,6,3,3,4.0,4.0,2.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3672,37,2,2,1,1,54050,7.0,15,8,0,8.0,3,6,1,3,3.0,3.0,3.0,4,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3673,33,2,3,1,1,87930,6.0,17,8,0,8.0,2,5,1,2,2.0,4.0,4.0,3,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
3674,32,1,4,1,5,191890,0.0,12,8,1,4.0,3,3,1,2,3.0,2.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
3675,39,29,2,1,2,38750,3.0,15,8,0,13.0,3,6,0,5,3.0,3.0,3.0,3,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3676,25,7,4,1,1,22160,2.0,13,8,3,6.0,2,3,1,2,1.0,3.0,2.0,2,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3677,52,2,1,1,2,117130,2.0,14,8,0,24.0,2,5,0,2,4.0,3.0,2.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3678,43,2,2,1,1,78610,1.0,14,8,2,20.0,1,20,1,8,1.0,3.0,1.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
3679,27,2,4,1,1,37080,1.0,16,8,2,6.0,2,6,4,4,4.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
3681,26,2,2,1,3,53040,0.0,20,8,1,5.0,2,4,1,1,1.0,4.0,3.0,3,4,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
3682,42,23,3,1,3,26420,0.0,13,8,1,21.0,3,20,0,9,,1.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3683,52,5,2,1,1,27590,9.0,18,8,1,12.0,6,5,0,4,3.0,1.0,1.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3684,37,20,5,1,2,68040,4.0,13,8,1,8.0,1,3,0,2,1.0,3.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
3685,35,6,4,1,2,61420,2.0,15,8,1,10.0,2,2,2,2,3.0,4.0,3.0,3,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3686,25,1,4,1,2,25000,4.0,14,8,2,7.0,2,3,0,2,1.0,4.0,2.0,1,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3687,26,29,4,1,1,63890,0.0,22,8,0,8.0,2,7,0,7,3.0,1.0,3.0,2,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3688,29,9,3,1,1,111030,1.0,12,8,0,10.0,5,10,0,9,2.0,1.0,2.0,2,3,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
3691,54,1,3,1,2,22970,6.0,18,8,2,29.0,2,20,12,7,4.0,4.0,2.0,2,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3692,58,22,3,1,2,24500,3.0,12,8,1,32.0,2,9,1,5,4.0,1.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3693,55,7,3,1,3,50930,2.0,16,8,1,31.0,3,7,0,0,2.0,4.0,4.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3694,36,1,3,1,2,53090,3.0,13,8,0,15.0,5,5,0,1,1.0,2.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
3696,30,3,3,1,3,51210,7.0,13,8,0,8.0,4,3,0,2,4.0,1.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3697,31,1,3,1,1,168560,3.0,12,8,1,9.0,3,3,1,0,1.0,2.0,4.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
3698,34,2,1,1,5,26860,5.0,11,8,0,10.0,3,4,1,3,4.0,1.0,3.0,4,3,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3700,27,11,4,1,4,66320,0.0,16,8,0,6.0,3,5,1,4,2.0,1.0,4.0,3,3,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3701,36,1,3,1,2,35050,1.0,12,8,2,10.0,2,10,1,8,1.0,4.0,2.0,2,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3702,36,24,3,1,3,63970,4.0,14,8,1,11.0,3,3,0,2,3.0,1.0,2.0,3,3,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
3703,47,23,4,1,2,62740,7.0,14,8,2,17.0,0,6,1,2,1.0,4.0,2.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
3705,37,8,4,1,1,75870,0.0,22,8,1,7.0,5,6,1,3,3.0,3.0,1.0,3,4,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
